crop_path,predicted_text,source_image,left,top,right,bottom
ocr_lab/dataset/rec_images/screenshot-1776529150__005.png,100,screenshot-1776529150.png,635,30,680,55
ocr_lab/dataset/rec_images/screenshot-1776529150__006.png,Gmo,screenshot-1776529150.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776529150__007.png,000,screenshot-1776529150.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776529150__008.png,Google,screenshot-1776529150.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776529150__009.png,Featured,screenshot-1776529150.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776529150__010.png,Office,screenshot-1776529150.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776529150__011.png,The 5 FREE...,screenshot-1776529150.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776529150__012.png,QSEARCH,screenshot-1776529150.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776529321__000.png,21:52,screenshot-1776529321.png,48,28,109,53
ocr_lab/dataset/rec_images/screenshot-1776529321__001.png,cb,screenshot-1776529321.png,225,35,244,48
ocr_lab/dataset/rec_images/screenshot-1776529321__002.png,287,screenshot-1776529321.png,511,28,554,55
ocr_lab/dataset/rec_images/screenshot-1776529321__003.png,yG,screenshot-1776529321.png,550,30,575,53
ocr_lab/dataset/rec_images/screenshot-1776529321__004.png,100,screenshot-1776529321.png,630,30,678,55
ocr_lab/dataset/rec_images/screenshot-1776529321__005.png,Gmo,screenshot-1776529321.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776529321__006.png,000,screenshot-1776529321.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776529321__007.png,Google,screenshot-1776529321.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776529321__008.png,Featured,screenshot-1776529321.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776529321__009.png,Office,screenshot-1776529321.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776529321__010.png,The 5 FREE...,screenshot-1776529321.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776529321__011.png,QSEARCH,screenshot-1776529321.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776529428__000.png,21:53,screenshot-1776529428.png,47,28,107,53
ocr_lab/dataset/rec_images/screenshot-1776529428__001.png,6710 6,screenshot-1776529428.png,505,27,575,57
ocr_lab/dataset/rec_images/screenshot-1776529428__002.png,5G,screenshot-1776529428.png,582,27,623,58
ocr_lab/dataset/rec_images/screenshot-1776529428__003.png,比,screenshot-1776529428.png,227,37,235,48
ocr_lab/dataset/rec_images/screenshot-1776529428__004.png,100,screenshot-1776529428.png,632,28,677,55
ocr_lab/dataset/rec_images/screenshot-1776529428__005.png,Gmo,screenshot-1776529428.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776529428__006.png,000,screenshot-1776529428.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776529428__007.png,Google,screenshot-1776529428.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776529428__008.png,Featured,screenshot-1776529428.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776529428__009.png,Office,screenshot-1776529428.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776529428__010.png,The 5 FREE...,screenshot-1776529428.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776529428__011.png,QSEARCH,screenshot-1776529428.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776529584__000.png,21:56,screenshot-1776529584.png,43,28,106,52
ocr_lab/dataset/rec_images/screenshot-1776529584__001.png,88/0,screenshot-1776529584.png,504,28,550,55
ocr_lab/dataset/rec_images/screenshot-1776529584__002.png,yG,screenshot-1776529584.png,549,30,571,53
ocr_lab/dataset/rec_images/screenshot-1776529584__003.png,56,screenshot-1776529584.png,582,25,618,57
ocr_lab/dataset/rec_images/screenshot-1776529584__004.png,100,screenshot-1776529584.png,630,30,673,55
ocr_lab/dataset/rec_images/screenshot-1776529584__005.png,Gmo,screenshot-1776529584.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776529584__006.png,000,screenshot-1776529584.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776529584__007.png,Google,screenshot-1776529584.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776529584__008.png,Featured,screenshot-1776529584.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776529584__009.png,Office,screenshot-1776529584.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776529584__010.png,The 5 FREE...,screenshot-1776529584.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776529584__011.png,QSEARCH,screenshot-1776529584.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776530081__000.png,22:04,screenshot-1776530081.png,40,28,106,52
ocr_lab/dataset/rec_images/screenshot-1776530081__001.png,R:27,screenshot-1776530081.png,495,25,545,57
ocr_lab/dataset/rec_images/screenshot-1776530081__002.png,y,screenshot-1776530081.png,542,30,568,53
ocr_lab/dataset/rec_images/screenshot-1776530081__003.png,5,screenshot-1776530081.png,566,25,623,58
ocr_lab/dataset/rec_images/screenshot-1776530081__004.png,100,screenshot-1776530081.png,625,28,670,53
ocr_lab/dataset/rec_images/screenshot-1776530081__005.png,Gmo,screenshot-1776530081.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776530081__006.png,000,screenshot-1776530081.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776530081__007.png,Google,screenshot-1776530081.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776530081__008.png,Featured,screenshot-1776530081.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776530081__009.png,Office,screenshot-1776530081.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776530081__010.png,The 5 FREE...,screenshot-1776530081.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776530081__011.png,QSEARCH,screenshot-1776530081.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776530369__000.png,22:09,screenshot-1776530369.png,35,28,102,52
ocr_lab/dataset/rec_images/screenshot-1776530369__001.png,Cb,screenshot-1776530369.png,246,32,270,52
ocr_lab/dataset/rec_images/screenshot-1776530369__002.png,777,screenshot-1776530369.png,498,28,535,55
ocr_lab/dataset/rec_images/screenshot-1776530369__003.png,y,screenshot-1776530369.png,538,30,561,53
ocr_lab/dataset/rec_images/screenshot-1776530369__004.png,56,screenshot-1776530369.png,562,25,616,58
ocr_lab/dataset/rec_images/screenshot-1776530369__005.png,100,screenshot-1776530369.png,620,28,666,55
ocr_lab/dataset/rec_images/screenshot-1776530369__006.png,Gmo,screenshot-1776530369.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776530369__007.png,000,screenshot-1776530369.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776530369__008.png,Google,screenshot-1776530369.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776530369__009.png,Featured,screenshot-1776530369.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776530369__010.png,Office,screenshot-1776530369.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776530369__011.png,The 5 FREE...,screenshot-1776530369.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776530369__012.png,QSEARCH,screenshot-1776530369.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776530775__000.png,22:16,screenshot-1776530775.png,38,28,100,52
ocr_lab/dataset/rec_images/screenshot-1776530775__001.png,6.00,screenshot-1776530775.png,497,27,543,57
ocr_lab/dataset/rec_images/screenshot-1776530775__002.png,y,screenshot-1776530775.png,542,30,562,53
ocr_lab/dataset/rec_images/screenshot-1776530775__003.png,56,screenshot-1776530775.png,575,23,620,58
ocr_lab/dataset/rec_images/screenshot-1776530775__004.png,cb,screenshot-1776530775.png,246,33,265,50
ocr_lab/dataset/rec_images/screenshot-1776530775__005.png,100,screenshot-1776530775.png,623,28,670,55
ocr_lab/dataset/rec_images/screenshot-1776530775__006.png,Gmo,screenshot-1776530775.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776530775__007.png,000,screenshot-1776530775.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776530775__008.png,Google,screenshot-1776530775.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776530775__009.png,Featured,screenshot-1776530775.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776530775__010.png,Office,screenshot-1776530775.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776530775__011.png,The 5 FREE...,screenshot-1776530775.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776530775__012.png,QSEARCH,screenshot-1776530775.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776531130__000.png,22:22,screenshot-1776531130.png,42,28,107,53
ocr_lab/dataset/rec_images/screenshot-1776531130__001.png,Cb,screenshot-1776531130.png,251,32,275,52
ocr_lab/dataset/rec_images/screenshot-1776531130__002.png,103,screenshot-1776531130.png,504,28,549,55
ocr_lab/dataset/rec_images/screenshot-1776531130__003.png,5,screenshot-1776531130.png,578,25,623,58
ocr_lab/dataset/rec_images/screenshot-1776531130__004.png,100,screenshot-1776531130.png,628,30,672,55
ocr_lab/dataset/rec_images/screenshot-1776531130__005.png,Gmo,screenshot-1776531130.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776531130__006.png,000,screenshot-1776531130.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776531130__007.png,Google,screenshot-1776531130.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776531130__008.png,Featured,screenshot-1776531130.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776531130__009.png,Office,screenshot-1776531130.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776531130__010.png,The 5 FREE...,screenshot-1776531130.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776531130__011.png,QSEARCH,screenshot-1776531130.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776531290__000.png,22:24,screenshot-1776531290.png,45,28,109,52
ocr_lab/dataset/rec_images/screenshot-1776531290__001.png,cb,screenshot-1776531290.png,256,33,275,50
ocr_lab/dataset/rec_images/screenshot-1776531290__002.png,18/9,screenshot-1776531290.png,505,27,545,55
ocr_lab/dataset/rec_images/screenshot-1776531290__003.png,y,screenshot-1776531290.png,552,30,573,53
ocr_lab/dataset/rec_images/screenshot-1776531290__004.png,5,screenshot-1776531290.png,571,25,623,58
ocr_lab/dataset/rec_images/screenshot-1776531290__005.png,100,screenshot-1776531290.png,632,32,673,52
ocr_lab/dataset/rec_images/screenshot-1776531290__006.png,Gmo,screenshot-1776531290.png,47,172,125,195
ocr_lab/dataset/rec_images/screenshot-1776531290__007.png,000,screenshot-1776531290.png,47,227,125,252
ocr_lab/dataset/rec_images/screenshot-1776531290__008.png,Google,screenshot-1776531290.png,46,279,129,308
ocr_lab/dataset/rec_images/screenshot-1776531290__009.png,Featured,screenshot-1776531290.png,178,282,270,301
ocr_lab/dataset/rec_images/screenshot-1776531290__010.png,Office,screenshot-1776531290.png,329,279,393,304
ocr_lab/dataset/rec_images/screenshot-1776531290__011.png,The 5 FREE...,screenshot-1776531290.png,567,274,698,308
ocr_lab/dataset/rec_images/screenshot-1776531290__012.png,QSEARCH,screenshot-1776531290.png,298,1285,421,1308
ocr_lab/dataset/rec_images/screenshot-1776531290__013.png,0,screenshot-1776531290.png,350,1547,374,1569
ocr_lab/dataset/rec_images/screenshot-1776531329__000.png,22:25,screenshot-1776531329.png,47,28,111,53
ocr_lab/dataset/rec_images/screenshot-1776531329__001.png,D,screenshot-1776531329.png,225,35,239,50
ocr_lab/dataset/rec_images/screenshot-1776531329__002.png,R.61,screenshot-1776531329.png,507,27,545,55
ocr_lab/dataset/rec_images/screenshot-1776531329__003.png,y,screenshot-1776531329.png,552,28,573,53
ocr_lab/dataset/rec_images/screenshot-1776531329__004.png,5G,screenshot-1776531329.png,578,27,625,57
ocr_lab/dataset/rec_images/screenshot-1776531329__005.png,eb,screenshot-1776531329.png,249,24,284,57
ocr_lab/dataset/rec_images/screenshot-1776531329__006.png,100,screenshot-1776531329.png,632,28,675,55
ocr_lab/dataset/rec_images/screenshot-1776531329__007.png,品,screenshot-1776531329.png,450,107,652,165
ocr_lab/dataset/rec_images/screenshot-1776531329__008.png,AC,screenshot-1776531329.png,70,706,134,749
ocr_lab/dataset/rec_images/screenshot-1776531329__009.png,%,screenshot-1776531329.png,254,707,296,747
ocr_lab/dataset/rec_images/screenshot-1776531329__010.png,7,screenshot-1776531329.png,92,876,118,921
ocr_lab/dataset/rec_images/screenshot-1776531329__011.png,8,screenshot-1776531329.png,258,874,291,922
ocr_lab/dataset/rec_images/screenshot-1776531329__012.png,9,screenshot-1776531329.png,429,876,464,922
ocr_lab/dataset/rec_images/screenshot-1776531329__013.png,X,screenshot-1776531329.png,601,882,633,916
ocr_lab/dataset/rec_images/screenshot-1776531329__014.png,4,screenshot-1776531329.png,88,1048,125,1091
ocr_lab/dataset/rec_images/screenshot-1776531329__015.png,5,screenshot-1776531329.png,258,1046,291,1096
ocr_lab/dataset/rec_images/screenshot-1776531329__016.png,2,screenshot-1776531329.png,261,1221,289,1268
ocr_lab/dataset/rec_images/screenshot-1776531329__017.png,3,screenshot-1776531329.png,431,1218,464,1266
ocr_lab/dataset/rec_images/screenshot-1776531329__018.png,+,screenshot-1776531329.png,594,1221,635,1263
ocr_lab/dataset/rec_images/screenshot-1776531513__000.png,22:28,screenshot-1776531513.png,48,28,112,53
ocr_lab/dataset/rec_images/screenshot-1776531513__001.png,k:26 yg,screenshot-1776531513.png,500,27,575,57
ocr_lab/dataset/rec_images/screenshot-1776531513__002.png,5G,screenshot-1776531513.png,578,25,630,57
ocr_lab/dataset/rec_images/screenshot-1776531513__003.png,+,screenshot-1776531513.png,199,37,208,47
ocr_lab/dataset/rec_images/screenshot-1776531513__004.png,D,screenshot-1776531513.png,228,35,244,50
ocr_lab/dataset/rec_images/screenshot-1776531513__005.png,100,screenshot-1776531513.png,632,28,677,55
ocr_lab/dataset/rec_images/screenshot-1776531513__006.png,品,screenshot-1776531513.png,450,107,666,165
ocr_lab/dataset/rec_images/screenshot-1776531513__007.png,AC,screenshot-1776531513.png,70,706,134,749
ocr_lab/dataset/rec_images/screenshot-1776531513__008.png,%,screenshot-1776531513.png,254,707,296,747
ocr_lab/dataset/rec_images/screenshot-1776531513__009.png,7,screenshot-1776531513.png,92,876,118,921
ocr_lab/dataset/rec_images/screenshot-1776531513__010.png,8,screenshot-1776531513.png,258,874,291,922
ocr_lab/dataset/rec_images/screenshot-1776531513__011.png,9,screenshot-1776531513.png,429,876,464,922
ocr_lab/dataset/rec_images/screenshot-1776531513__012.png,X,screenshot-1776531513.png,601,882,633,916
ocr_lab/dataset/rec_images/screenshot-1776531513__013.png,4,screenshot-1776531513.png,88,1048,125,1091
ocr_lab/dataset/rec_images/screenshot-1776531513__014.png,5,screenshot-1776531513.png,258,1046,291,1096
ocr_lab/dataset/rec_images/screenshot-1776531513__015.png,2,screenshot-1776531513.png,261,1221,289,1268
ocr_lab/dataset/rec_images/screenshot-1776531513__016.png,3,screenshot-1776531513.png,431,1218,464,1266
ocr_lab/dataset/rec_images/screenshot-1776531513__017.png,+,screenshot-1776531513.png,594,1221,635,1263
ocr_lab/dataset/rec_images/screenshot-1776531687__000.png,22:31,screenshot-1776531687.png,50,28,109,53
ocr_lab/dataset/rec_images/screenshot-1776531687__001.png,56,screenshot-1776531687.png,557,32,573,52
ocr_lab/dataset/rec_images/screenshot-1776531687__002.png,5,screenshot-1776531687.png,587,25,632,58
ocr_lab/dataset/rec_images/screenshot-1776531687__003.png,+,screenshot-1776531687.png,199,37,208,47
ocr_lab/dataset/rec_images/screenshot-1776531687__004.png,1,screenshot-1776531687.png,227,37,235,48
ocr_lab/dataset/rec_images/screenshot-1776531687__005.png,100,screenshot-1776531687.png,635,28,678,55
ocr_lab/dataset/rec_images/screenshot-1776531687__006.png,品:,screenshot-1776531687.png,450,107,673,165
ocr_lab/dataset/rec_images/screenshot-1776531687__007.png,AC,screenshot-1776531687.png,70,706,134,749
ocr_lab/dataset/rec_images/screenshot-1776531687__008.png,%,screenshot-1776531687.png,254,707,296,747
ocr_lab/dataset/rec_images/screenshot-1776531687__009.png,7,screenshot-1776531687.png,92,876,118,921
ocr_lab/dataset/rec_images/screenshot-1776531687__010.png,8,screenshot-1776531687.png,258,874,291,922
ocr_lab/dataset/rec_images/screenshot-1776531687__011.png,9,screenshot-1776531687.png,429,876,464,922
ocr_lab/dataset/rec_images/screenshot-1776531687__012.png,X,screenshot-1776531687.png,601,882,633,916
ocr_lab/dataset/rec_images/screenshot-1776531687__013.png,4,screenshot-1776531687.png,88,1048,125,1091
ocr_lab/dataset/rec_images/screenshot-1776531687__014.png,5,screenshot-1776531687.png,258,1046,291,1096
ocr_lab/dataset/rec_images/screenshot-1776531687__015.png,2,screenshot-1776531687.png,261,1221,289,1268
ocr_lab/dataset/rec_images/screenshot-1776531687__016.png,3,screenshot-1776531687.png,431,1218,464,1266
ocr_lab/dataset/rec_images/screenshot-1776531687__017.png,+,screenshot-1776531687.png,594,1221,635,1263
ocr_lab/dataset/rec_images/screenshot-1776531687__018.png,=,screenshot-1776531687.png,177,1549,209,1571
ocr_lab/dataset/rec_images/screenshot-1776533003__000.png,22:53,screenshot-1776533003.png,52,28,116,53
ocr_lab/dataset/rec_images/screenshot-1776533003__001.png,8.800,screenshot-1776533003.png,511,25,561,57
ocr_lab/dataset/rec_images/screenshot-1776533003__002.png,V,screenshot-1776533003.png,546,23,584,59
ocr_lab/dataset/rec_images/screenshot-1776533003__003.png,56,screenshot-1776533003.png,588,23,630,58
ocr_lab/dataset/rec_images/screenshot-1776533003__004.png,100,screenshot-1776533003.png,637,28,680,55
ocr_lab/dataset/rec_images/screenshot-1776533003__005.png,?,screenshot-1776533003.png,201,38,216,48
ocr_lab/dataset/rec_images/screenshot-1776533003__006.png,品,screenshot-1776533003.png,450,107,666,165
ocr_lab/dataset/rec_images/screenshot-1776533003__007.png,AC,screenshot-1776533003.png,70,706,134,749
ocr_lab/dataset/rec_images/screenshot-1776533003__008.png,%,screenshot-1776533003.png,254,707,296,747
ocr_lab/dataset/rec_images/screenshot-1776533003__009.png,7,screenshot-1776533003.png,92,876,118,921
ocr_lab/dataset/rec_images/screenshot-1776533003__010.png,8,screenshot-1776533003.png,258,874,291,922
ocr_lab/dataset/rec_images/screenshot-1776533003__011.png,9,screenshot-1776533003.png,429,874,464,922
ocr_lab/dataset/rec_images/screenshot-1776533003__012.png,X,screenshot-1776533003.png,601,882,633,916
ocr_lab/dataset/rec_images/screenshot-1776533003__013.png,4,screenshot-1776533003.png,88,1048,125,1091
ocr_lab/dataset/rec_images/screenshot-1776533003__014.png,5,screenshot-1776533003.png,258,1046,291,1096
ocr_lab/dataset/rec_images/screenshot-1776533003__015.png,2,screenshot-1776533003.png,261,1221,289,1268
ocr_lab/dataset/rec_images/screenshot-1776533003__016.png,3,screenshot-1776533003.png,431,1218,464,1266
ocr_lab/dataset/rec_images/screenshot-1776533003__017.png,+,screenshot-1776533003.png,594,1221,635,1263
ocr_lab/dataset/rec_images/screenshot-1776534636__000.png,23:20,screenshot-1776534636.png,38,28,104,53
ocr_lab/dataset/rec_images/screenshot-1776534636__001.png,KiB83,screenshot-1776534636.png,498,27,545,57
ocr_lab/dataset/rec_images/screenshot-1776534636__002.png,y,screenshot-1776534636.png,542,30,564,53
ocr_lab/dataset/rec_images/screenshot-1776534636__003.png,56,screenshot-1776534636.png,568,25,618,58
ocr_lab/dataset/rec_images/screenshot-1776534636__004.png,+,screenshot-1776534636.png,192,37,201,47
ocr_lab/dataset/rec_images/screenshot-1776534636__005.png,D,screenshot-1776534636.png,222,35,237,50
ocr_lab/dataset/rec_images/screenshot-1776534636__006.png,100,screenshot-1776534636.png,625,28,670,53
ocr_lab/dataset/rec_images/screenshot-1776534636__007.png,品,screenshot-1776534636.png,450,107,666,165
ocr_lab/dataset/rec_images/screenshot-1776534636__008.png,AC,screenshot-1776534636.png,70,706,134,749
ocr_lab/dataset/rec_images/screenshot-1776534636__009.png,%,screenshot-1776534636.png,254,707,296,747
ocr_lab/dataset/rec_images/screenshot-1776534636__010.png,7,screenshot-1776534636.png,92,876,118,921
ocr_lab/dataset/rec_images/screenshot-1776534636__011.png,8,screenshot-1776534636.png,258,874,291,922
ocr_lab/dataset/rec_images/screenshot-1776534636__012.png,9,screenshot-1776534636.png,429,876,464,922
ocr_lab/dataset/rec_images/screenshot-1776534636__013.png,X,screenshot-1776534636.png,601,882,633,916
ocr_lab/dataset/rec_images/screenshot-1776534636__014.png,4,screenshot-1776534636.png,88,1048,125,1091
ocr_lab/dataset/rec_images/screenshot-1776534636__015.png,5,screenshot-1776534636.png,258,1046,291,1096
ocr_lab/dataset/rec_images/screenshot-1776534636__016.png,2,screenshot-1776534636.png,261,1221,289,1268
ocr_lab/dataset/rec_images/screenshot-1776534636__017.png,3,screenshot-1776534636.png,431,1218,464,1266
ocr_lab/dataset/rec_images/screenshot-1776534636__018.png,+,screenshot-1776534636.png,594,1221,635,1263
ocr_lab/dataset/rec_images/screenshot-1776534760__000.png,23:22,screenshot-1776534760.png,38,28,102,52
ocr_lab/dataset/rec_images/screenshot-1776534760__001.png,0.B4,screenshot-1776534760.png,497,27,540,55
ocr_lab/dataset/rec_images/screenshot-1776534760__002.png,y,screenshot-1776534760.png,542,30,564,53
ocr_lab/dataset/rec_images/screenshot-1776534760__003.png,50,screenshot-1776534760.png,566,23,611,58
ocr_lab/dataset/rec_images/screenshot-1776534760__004.png,1,screenshot-1776534760.png,220,37,228,48
ocr_lab/dataset/rec_images/screenshot-1776534760__005.png,100,screenshot-1776534760.png,625,28,670,53
ocr_lab/dataset/rec_images/screenshot-1776534760__006.png,品,screenshot-1776534760.png,448,103,667,166
ocr_lab/dataset/rec_images/screenshot-1776534760__007.png,AC,screenshot-1776534760.png,70,706,134,749
ocr_lab/dataset/rec_images/screenshot-1776534760__008.png,%,screenshot-1776534760.png,254,707,296,747
ocr_lab/dataset/rec_images/screenshot-1776534760__009.png,7,screenshot-1776534760.png,92,876,118,921
ocr_lab/dataset/rec_images/screenshot-1776534760__010.png,8,screenshot-1776534760.png,258,874,291,922
ocr_lab/dataset/rec_images/screenshot-1776534760__011.png,9,screenshot-1776534760.png,429,876,464,922
ocr_lab/dataset/rec_images/screenshot-1776534760__012.png,X,screenshot-1776534760.png,601,882,633,916
ocr_lab/dataset/rec_images/screenshot-1776534760__013.png,4,screenshot-1776534760.png,88,1048,125,1091
ocr_lab/dataset/rec_images/screenshot-1776534760__014.png,5,screenshot-1776534760.png,258,1046,291,1096
ocr_lab/dataset/rec_images/screenshot-1776534760__015.png,2,screenshot-1776534760.png,261,1221,289,1268
ocr_lab/dataset/rec_images/screenshot-1776534760__016.png,3,screenshot-1776534760.png,431,1218,464,1266
ocr_lab/dataset/rec_images/screenshot-1776534760__017.png,+,screenshot-1776534760.png,594,1221,635,1263
ocr_lab/dataset/rec_images/screenshot-1776534760__018.png,三,screenshot-1776534760.png,164,1547,190,1572
